City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,komsomolskiy,40.4272,71.7189,50.72,81,62,6.91,UZ,1678651725
286,mahibadhoo,3.7833,72.9667,81.82,80,100,14.45,MV,1678651725
287,solwezi,-12.1688,26.3894,61.52,93,100,2.53,ZM,1678651725
288,wesselsbron,-27.8549,26.3658,64.67,52,49,16.64,ZA,1678651725
289,upernavik,72.7868,-56.1549,-9.4,87,24,10.25,GL,1678651462
290,bacolod,10.6667,122.95,73.99,85,26,9.04,PH,1678651726
291,teya,60.3778,92.6267,12.63,86,100,11.9,RU,1678651726
292,itapirapua,-15.8233,-50.6133,79.65,76,95,6.85,BR,1678651727
293,phanat nikhom,13.4458,101.1844,84.0,100,91,5.37,TH,1678651727
294,san juan,-31.5375,-68.5364,96.94,25,0,8.19,AR,1678651727
295,bengkulu,-3.8004,102.2655,75.06,90,100,3.91,ID,1678651728
296,sabha,27.0377,14.4283,70.97,19,0,6.64,LY,1678651728
297,katima mulilo,-17.5,24.2667,71.58,56,32,4.81,NA,1678651728
298,trairi,-3.2778,-39.2689,81.86,74,100,9.44,BR,1678651618
299,villazon,-22.0866,-65.5942,66.54,22,3,12.01,BO,1678651728
300,portland,45.5234,-122.6762,48.29,92,100,12.66,US,1678651713
301,puerto baquerizo moreno,-0.9,-89.6,85.19,66,20,5.75,EC,1678651729
302,korhogo,9.45,-5.6333,75.02,75,100,9.89,CI,1678651729
303,omboue,-1.5746,9.2618,78.03,85,96,3.96,GA,1678651729
304,sobolevo,54.4299,31.8996,24.49,91,100,9.95,RU,1678651730
305,oranjemund,-28.55,16.4333,61.93,86,0,10.45,NA,1678651730
306,sovetskiy,61.3614,63.5842,27.23,86,100,13.8,RU,1678651730
307,saint anthony,45.0205,-93.218,34.21,86,100,10.36,US,1678651730
308,mayo,38.8876,-76.5119,44.2,73,100,6.91,US,1678651731
309,brae,60.3964,-1.353,38.8,76,75,16.64,GB,1678651731
310,santa rosa,14.3122,121.1114,78.12,82,100,5.53,PH,1678651731
311,rusape,-18.5278,32.1284,60.53,96,100,11.83,ZW,1678651732
312,pacific grove,36.6177,-121.9166,68.65,75,20,15.01,US,1678651732
313,padang,-0.9492,100.3543,77.05,91,100,5.03,ID,1678651732
314,wodonga,-36.1167,146.8833,50.27,88,8,4.9,AU,1678651732
315,santander,43.4647,-3.8044,61.92,85,0,4.61,ES,1678651733
316,havoysund,70.9963,24.6622,23.23,82,36,6.73,NO,1678651733
317,sibolga,1.7427,98.7792,75.63,90,100,3.53,ID,1678651639
318,yei,4.095,30.6779,70.95,66,98,3.58,SS,1678651733
319,hare bay,48.8499,-54.0148,27.75,82,100,11.61,CA,1678651734
320,bodmin,50.4715,-4.7243,53.67,100,75,26.46,GB,1678651734
321,wattens,47.2722,11.5993,34.63,91,20,3.44,AT,1678651734
322,udachnyy,66.4167,112.4,8.46,77,100,18.37,RU,1678651734
323,gwadar,25.1216,62.3254,75.61,69,0,2.75,PK,1678651735
324,salamiyah,35.0113,37.0532,58.71,41,64,5.57,SY,1678651736
325,biak,-0.9131,122.8766,74.46,91,100,6.64,ID,1678651737
326,pospelikha,51.95,81.7667,19.83,94,68,6.87,RU,1678651737
327,camacha,33.0833,-16.3333,62.02,82,20,5.75,PT,1678651738
328,sain alto,23.5833,-103.25,77.32,13,0,4.18,MX,1678651739
329,ampanihy,-24.7,44.75,72.01,89,0,7.29,MG,1678651739
330,kahului,20.8947,-156.47,79.3,73,20,19.57,US,1678651740
331,sangar,63.9242,127.4739,-7.71,100,99,4.43,RU,1678651740
332,yeppoon,-23.1333,150.7333,78.58,90,4,4.47,AU,1678651740
333,dutse,11.7594,9.3392,81.01,9,100,8.59,NG,1678651741
334,termoli,41.9888,14.9895,47.57,75,3,4.5,IT,1678651741
335,arman,59.7,150.1667,7.92,97,100,3.51,RU,1678651741
336,robertson,36.5167,-86.8667,48.18,86,100,13.49,US,1678651742
337,hambantota,6.1241,81.1185,77.34,84,41,14.41,LK,1678651742
338,vardo,70.3705,31.1107,12.18,85,0,14.97,NO,1678651743
339,van buren,35.4368,-94.3483,54.32,52,75,7.0,US,1678651743
340,dunajska streda,47.9927,17.6121,46.24,59,92,9.42,SK,1678651744
341,bathsheba,13.2167,-59.5167,84.81,65,40,13.8,BB,1678651744
342,buritis,-15.6178,-46.4233,86.31,53,100,0.72,BR,1678651589
343,barrhead,55.7992,-4.3929,51.03,89,100,18.99,GB,1678651745
344,gamba,-2.65,10.0,76.32,84,98,1.88,GA,1678651745
345,saint-louis,16.3333,-15.0,90.36,6,0,10.92,SN,1678651746
346,smithers,54.7804,-127.1743,17.92,79,100,9.22,CA,1678651513
347,axim,4.8699,-2.2405,79.92,83,26,5.66,GH,1678651746
348,cedar city,37.6775,-113.0619,48.4,57,75,3.44,US,1678651747
349,doka,13.5167,35.7667,82.22,10,74,10.92,SD,1678651747
350,kanniyakumari,8.0833,77.5667,79.52,78,5,19.53,IN,1678651747
351,merauke,-8.4667,140.3333,79.34,82,100,3.24,ID,1678651748
352,mengcheng,33.2579,116.5655,36.95,27,0,7.49,CN,1678651748
353,nuqui,5.7125,-77.2708,80.17,76,100,5.66,CO,1678651748
354,tigre,-34.426,-58.5796,99.05,37,0,5.75,AR,1678651536
355,magistralnyy,56.1725,107.4458,24.21,96,100,7.72,RU,1678651749
356,hay river,60.8156,-115.7999,3.9,85,63,3.22,CA,1678651749
357,acapulco,16.8634,-99.8901,82.22,69,0,12.66,MX,1678651523
358,muroto,33.2833,134.15,56.77,68,100,15.46,JP,1678651750
359,ankara,39.9199,32.8543,43.99,89,75,8.05,TR,1678651561
360,natchitoches,31.7668,-93.1335,61.65,88,100,11.5,US,1678651750
361,karasjok,69.4719,25.5112,-6.09,100,49,0.22,NO,1678651751
362,palana,59.1167,159.9667,24.85,90,100,18.16,RU,1678651751
363,bud,39.447,-86.1758,39.15,87,100,5.41,US,1678651751
364,rock sound,24.9,-76.2,75.24,69,0,5.08,BS,1678651752
365,paysandu,-32.3214,-58.0756,99.88,16,100,11.61,UY,1678651752
366,saint-francois,46.4154,3.9054,51.67,89,100,5.75,FR,1678651748
367,lusambo,-4.9667,23.45,70.83,92,99,2.08,CD,1678651752
368,port lincoln,-34.7333,135.8667,59.7,81,90,10.09,AU,1678651753
369,noumea,-22.2763,166.4572,69.78,74,0,5.61,NC,1678651753
370,tokur,53.1333,132.9,-9.15,100,100,3.04,RU,1678651753
371,homer,59.6425,-151.5483,34.77,55,0,5.01,US,1678651754
372,cap-aux-meules,47.3821,-61.8597,30.0,88,6,14.41,CA,1678651754
373,mujiayingzi,42.1167,118.7833,22.69,29,100,5.44,CN,1678651754
374,liwale,-9.7667,37.9333,69.67,96,100,2.19,TZ,1678651755
375,vallenar,-28.5708,-70.7581,82.63,35,0,9.35,CL,1678651755
376,uruacu,-14.5247,-49.1408,76.17,84,100,4.74,BR,1678651755
377,seoul,37.5683,126.9778,31.44,23,0,13.89,KR,1678651707
378,svetlogorsk,52.6333,29.7333,28.2,66,97,15.03,BY,1678651756
379,miquelon,47.0975,-56.3814,37.4,77,6,21.14,PM,1678651756
380,comodoro rivadavia,-45.8667,-67.5,76.86,16,0,26.46,AR,1678651514
381,segou,13.4317,-6.2157,88.0,30,100,14.36,ML,1678651757
382,konstantinovka,49.6167,127.9833,-2.25,99,99,2.53,RU,1678651757
383,sawakin,19.1059,37.3321,76.82,64,3,8.25,SD,1678651758
384,jackson,42.4165,-122.8345,53.01,76,75,3.44,US,1678651754
385,santa cruz,-17.8,-63.1667,89.65,62,40,13.8,BO,1678651605
386,isangel,-19.55,169.2667,78.26,82,6,7.76,VU,1678651758
387,mumford,5.2618,-0.759,80.26,86,91,7.63,GH,1678651759
388,dudinka,69.4058,86.1778,-7.38,97,100,13.76,RU,1678651759
389,djibo,14.1022,-1.6306,90.52,10,100,8.68,BF,1678651760
390,kutum,14.2,24.6667,71.11,13,94,11.52,SD,1678651760
391,sioux lookout,50.1001,-91.917,18.97,83,100,10.42,CA,1678651718
392,matagami,49.7502,-77.6328,20.25,82,100,5.73,CA,1678651761
393,ekibastuz,51.6667,75.3667,25.12,83,6,5.61,KZ,1678651761
394,ichinohe,40.2069,141.3017,46.31,84,100,11.23,JP,1678651761
395,lima,-12.0432,-77.0282,80.85,57,0,11.5,PE,1678651540
396,tulu bolo,8.6667,38.2167,60.15,78,97,1.23,ET,1678651762
397,cochrane,51.1834,-114.4687,21.11,66,44,6.26,CA,1678651762
398,trelew,-43.249,-65.3051,87.51,20,96,18.68,AR,1678651675
399,college,64.8569,-147.8028,8.58,85,100,3.44,US,1678651763
400,chapais,49.7834,-74.8492,25.48,78,100,2.53,CA,1678651763
401,dali,25.7,100.1833,47.3,52,3,2.21,CN,1678651764
402,svetlyy,54.675,20.1347,31.96,78,100,8.41,RU,1678651764
403,ballina,-28.8667,153.5667,72.79,98,100,10.16,AU,1678651764
404,lagoa,39.05,-27.9833,58.15,75,0,31.23,PT,1678651765
405,botshabelo,-29.2702,26.7052,64.36,60,21,12.08,ZA,1678651765
406,oudtshoorn,-33.5907,22.2014,67.21,69,0,1.74,ZA,1678651765
407,sisimiut,66.9395,-53.6735,13.19,86,77,3.24,GL,1678651766
408,kuragino,53.8975,92.6725,23.68,89,74,10.49,RU,1678651766
409,berdigestyakh,62.0989,126.6992,-17.64,100,100,4.34,RU,1678651766
410,bakuriani,41.7497,43.5325,38.46,68,43,7.63,GE,1678651767
411,caravelas,-17.7125,-39.2481,80.82,68,15,7.81,BR,1678651767
412,zlobin,45.2924,14.6541,42.58,70,0,4.61,HR,1678651767
413,sao borja,-28.6606,-56.0044,97.95,22,0,9.24,BR,1678651524
414,fortuna,40.5982,-124.1573,58.12,88,40,10.36,US,1678651768
415,camana,-16.6228,-72.7111,76.82,76,99,7.92,PE,1678651768
416,porlamar,10.958,-63.8491,87.89,55,6,17.27,VE,1678651769
417,puerto madryn,-42.7692,-65.0385,84.69,26,100,13.09,AR,1678651769
418,ponta do sol,32.6667,-17.1,67.71,78,100,4.99,PT,1678651769
419,coracora,-15.0333,-73.7833,53.06,94,100,8.25,PE,1678651770
420,tessalit,20.1986,1.0114,88.02,9,91,12.3,ML,1678651770
421,san patricio,28.017,-97.5169,96.75,27,3,15.93,US,1678651770
422,xinqing,48.2333,129.5,3.87,100,85,1.88,CN,1678651770
423,kasongo-lunda,-6.4667,16.8167,70.2,97,87,1.36,CD,1678651771
424,maceio,-9.6658,-35.7353,83.64,74,40,14.97,BR,1678651771
425,san policarpo,12.1791,125.5072,76.98,82,47,12.28,PH,1678651771
426,ketchikan,55.3422,-131.6461,36.07,41,100,0.0,US,1678651772
427,garowe,8.4054,48.4845,72.48,73,11,16.82,SO,1678651772
428,inta,66.0317,60.1659,22.64,92,100,13.58,RU,1678651772
429,merta,26.65,74.0333,76.5,23,100,2.3,IN,1678651773
430,okhotsk,59.3833,143.3,8.67,96,100,6.11,RU,1678651773
431,storforshei,66.4043,14.5233,11.98,92,75,0.0,NO,1678651774
432,ust-ishim,57.6935,71.1665,16.52,95,26,5.79,RU,1678651774
433,barrington,41.7407,-71.3087,48.29,61,75,11.5,US,1678651774
434,sorland,67.667,12.6934,31.86,48,62,24.43,NO,1678651774
435,lazaro cardenas,17.9583,-102.2,81.79,58,7,10.6,MX,1678651609
436,novyy urgal,51.0736,132.5642,1.94,95,100,1.52,RU,1678651775
437,lakselv,70.0513,24.9718,10.22,67,0,3.44,NO,1678651743
438,nome,64.5011,-165.4064,-0.33,65,0,0.0,US,1678651775
439,ouegoa,-20.35,164.4333,76.73,71,27,9.62,NC,1678651775
440,atherton,53.5237,-2.4935,51.3,91,100,3.0,GB,1678651659
441,buin,-33.7333,-70.75,83.05,34,0,11.3,CL,1678651776
442,balaipungut,1.05,101.2833,73.4,98,100,2.59,ID,1678651776
443,puerto carreno,6.189,-67.4859,90.09,47,100,7.02,CO,1678651777
444,matara,5.9485,80.5353,76.41,85,31,11.95,LK,1678651777
445,itamarandiba,-17.8572,-42.8589,76.44,60,100,5.64,BR,1678651777
446,tromso,69.6496,18.957,28.42,69,75,16.11,NO,1678651599
447,nelson bay,-32.7167,152.15,73.0,94,100,11.99,AU,1678651778
448,novouralsk,57.2439,60.0839,23.63,83,56,8.16,RU,1678651778
449,ust-tsilma,65.441,52.1498,32.68,96,100,11.14,RU,1678651778
450,bakel,14.905,-12.4568,90.99,7,0,6.8,SN,1678651779
451,la ronge,55.1001,-105.2842,23.94,84,100,5.46,CA,1678651779
452,shenzhen,22.5455,114.0683,71.37,67,100,11.56,CN,1678651452
453,yarim,14.298,44.3779,56.35,72,81,5.41,YE,1678651779
454,hurricane,37.1753,-113.2899,62.51,48,5,6.2,US,1678651780
455,arrifes,37.7667,-25.7,59.25,82,40,17.27,PT,1678651780
456,poim,53.0264,43.1872,35.89,87,100,15.5,RU,1678651780
457,matamoros,25.5333,-103.25,86.11,14,0,16.11,MX,1678651781
458,yueyang,29.3333,113.0919,48.72,35,98,6.93,CN,1678651782
459,lichuan,30.3,108.85,41.5,92,100,2.3,CN,1678651782
460,kathmandu,27.7167,85.3167,59.22,74,40,2.3,NP,1678651783
461,corn island,12.1694,-83.0418,79.59,73,92,9.78,NI,1678651784
462,sur,22.5667,59.5289,76.87,52,6,4.25,OM,1678651784
463,waingapu,-9.6567,120.2641,76.68,81,60,4.0,ID,1678651784
464,uxbridge,42.0773,-71.6295,49.78,52,54,5.01,US,1678651785
465,mount hagen,-5.8581,144.2274,59.16,97,97,1.7,PG,1678651785
466,dogondoutchi,13.6393,4.0287,85.46,9,100,9.15,NE,1678651785
467,batemans bay,-35.7167,150.1833,57.58,91,36,5.97,AU,1678651786
468,krasnoarmeysk,51.0239,45.6969,46.36,88,100,14.85,RU,1678651786
469,sao joao da barra,-21.6403,-41.0511,82.49,83,94,8.72,BR,1678651786
470,uyemskiy,64.4743,40.8524,28.45,100,100,2.24,RU,1678651787
471,poum,-20.2333,164.0167,78.76,68,11,13.35,NC,1678651787
472,mandan,46.8267,-100.8896,19.38,75,75,18.41,US,1678651428
473,puerto narino,-3.7703,-70.3831,72.55,98,100,3.38,CO,1678651787
474,tommot,58.9564,126.2925,-28.16,99,58,3.42,RU,1678651787
475,ahipara,-35.1667,173.1667,65.34,73,100,7.54,NZ,1678651788
476,emerald,-23.5333,148.1667,71.35,97,32,2.39,AU,1678651788
477,mugur-aksy,50.35,90.5,20.84,89,82,7.34,RU,1678651788
478,guadalupe y calvo,26.1,-106.9667,71.44,17,4,11.54,MX,1678651789
479,kieta,-6.2167,155.6333,78.55,82,79,2.89,PG,1678651789
480,urucui,-7.2294,-44.5561,87.78,57,100,6.04,BR,1678651789
481,masyaf,35.0653,36.3406,56.16,42,100,1.48,SY,1678651789
482,akniste,56.1615,25.7478,23.47,89,45,9.08,LV,1678651790
483,ishigaki,24.3448,124.1572,66.0,81,100,35.63,JP,1678651790
484,kanel,15.4916,-13.1763,92.66,6,0,7.54,SN,1678651790
485,gushikawa,26.3544,127.8686,61.83,94,100,17.27,JP,1678651791
486,constantine,36.365,6.6147,53.01,87,40,5.75,DZ,1678651791
487,brooklyn park,45.0941,-93.3563,34.41,88,100,10.36,US,1678651791
488,wilmington island,32.0036,-80.9737,65.98,86,75,16.11,US,1678651791
489,wanning,18.8003,110.3967,66.34,91,51,7.92,CN,1678651792
490,abu kamal,34.4506,40.9171,66.4,29,67,16.58,SY,1678651792
491,sinop,41.7711,34.8709,39.51,97,100,4.83,TR,1678651792
492,vao,-22.6667,167.4833,76.91,74,46,12.17,NC,1678651580
493,hokitika,-42.7167,170.9667,60.49,83,98,18.41,NZ,1678651793
494,jerez,14.1,-89.75,90.07,30,30,10.07,GT,1678651793
495,broken hill,-31.95,141.4333,57.88,56,0,9.57,AU,1678651793
496,orchard homes,46.8633,-114.0484,43.39,60,0,5.75,US,1678651794
497,flinders,-34.5833,150.8552,67.17,92,99,1.99,AU,1678651794
498,preobrazheniye,42.9019,133.9064,25.88,82,100,10.51,RU,1678651794
499,winslow,35.0242,-110.6974,62.78,29,40,8.05,US,1678651794
500,sept-iles,50.2001,-66.3821,33.06,77,55,3.0,CA,1678651795
501,igarka,67.4667,86.5833,-1.1,94,100,15.7,RU,1678651795
502,baykit,61.67,96.37,13.19,87,100,14.18,RU,1678651795
503,geraldton,-28.7667,114.6,64.81,94,3,4.61,AU,1678651796
504,yurimaguas,-5.9,-76.0833,80.76,78,100,3.44,PE,1678651796
505,stilfontein,-26.8449,26.7683,71.33,51,89,18.03,ZA,1678651796
506,port blair,11.6667,92.75,78.49,72,94,2.21,IN,1678651797
507,shirpur,21.35,74.8833,83.19,22,51,7.43,IN,1678651797
508,ippy,6.2679,21.2247,83.23,37,81,4.21,CF,1678651797
509,licata,37.1071,13.9461,57.72,81,0,5.88,IT,1678651797
510,warragul,-38.1667,145.9333,53.1,98,16,2.51,AU,1678651798
511,paita,-5.0892,-81.1144,79.7,78,100,9.64,PE,1678651798
512,ancud,-41.8697,-73.8203,58.77,62,100,5.26,CL,1678651798
513,puerto quijarro,-17.7833,-57.7667,87.53,60,68,3.62,BO,1678651799
514,olafsvik,64.8945,-23.7142,22.5,62,100,24.07,IS,1678651799
515,kerema,-7.9631,145.7785,77.27,85,100,2.53,PG,1678651799
516,panaba,21.2833,-88.2667,96.84,24,0,6.38,MX,1678651799
517,mao,39.8885,4.2658,57.76,94,0,5.75,ES,1678651800
518,maridi,4.9158,29.4742,73.85,70,82,3.87,SS,1678651800
519,tabou,4.423,-7.3528,77.31,87,85,3.71,CI,1678651801
520,rio grande,-32.035,-52.0986,87.91,76,1,17.65,BR,1678651521
521,bose,45.4612,8.0137,51.76,73,53,3.91,IT,1678651801
522,oksfjord,70.2396,22.3479,28.58,82,82,8.5,NO,1678651802
523,takapau,-40.0333,176.35,62.73,71,14,6.69,NZ,1678651802
524,carmo do rio claro,-20.9719,-46.1189,73.51,86,100,2.33,BR,1678651641
525,zirgan,53.2222,55.9185,37.11,100,100,16.96,RU,1678651803
526,strabychovo,48.3925,22.5431,36.07,69,73,5.35,UA,1678651803
527,hit,33.6416,42.8251,66.97,28,100,7.99,IQ,1678651803
528,changji,44.0167,87.3167,39.99,75,0,6.71,CN,1678651804
529,umm lajj,25.0213,37.2685,71.74,38,0,2.73,SA,1678651804
530,jingdezhen,29.2947,117.2079,50.41,53,100,4.25,CN,1678651804
531,morondava,-20.2833,44.2833,77.43,82,100,4.29,MG,1678651805
532,chifeng,42.2683,118.9636,22.08,26,100,3.98,CN,1678651805
533,okato,-39.2,173.8833,66.18,99,83,11.99,NZ,1678651805
534,mocuba,-16.8392,36.9856,72.0,96,100,13.8,MZ,1678651806
535,bubaque,11.2833,-15.8333,78.01,75,2,17.49,GW,1678651806
536,bandar-e anzali,37.4727,49.4622,56.35,70,55,2.42,IR,1678651807
537,vanavara,60.34,102.2797,19.94,86,100,15.48,RU,1678651807
538,senanga,-16.1167,23.2667,72.59,56,25,6.13,ZM,1678651807
539,kavaratti,10.5669,72.642,81.16,70,0,3.51,IN,1678651808
540,taoru,28.2167,76.95,71.26,24,80,1.63,IN,1678651808
541,saint-augustin,51.226,-58.6502,31.05,78,84,3.74,CA,1678651808
542,tolaga bay,-38.3667,178.3,64.81,63,85,9.42,NZ,1678651809
543,santarem,-2.4431,-54.7083,84.33,79,0,4.61,BR,1678651519
544,sandakan,5.8402,118.1179,74.3,81,73,6.31,MY,1678651809
545,roald,62.5833,6.1333,34.72,51,75,16.11,NO,1678651810
546,nouakchott,18.0858,-15.9785,80.53,47,0,15.35,MR,1678651810
547,champerico,14.3,-91.9167,90.14,60,6,11.83,GT,1678651810
548,juneau,58.3019,-134.4197,24.8,100,20,13.8,US,1678651796
549,batangafo,7.3008,18.2833,84.58,20,84,1.28,CF,1678651811
550,tanout,14.9709,8.8879,79.81,10,100,9.86,NE,1678651811
551,opuwo,-18.0607,13.84,70.79,55,60,3.33,NA,1678651811
552,marawi,7.9986,124.2928,67.55,96,99,3.76,PH,1678651812
553,sekoma,-24.4,23.8833,76.48,18,24,7.63,BW,1678651812
554,alyangula,-13.8483,136.4192,81.09,76,100,9.75,AU,1678651812
555,mbeya,-8.9,33.45,60.57,96,100,2.1,TZ,1678651813
556,taperoa,-7.2075,-36.8267,86.83,43,73,15.9,BR,1678651813
557,taksimo,56.3444,114.8794,-2.06,99,100,0.49,RU,1678651813
558,xingyi,24.1877,102.817,47.64,89,100,5.28,CN,1678651814
559,areia branca,-4.9561,-37.1369,83.46,74,82,17.58,BR,1678651717
560,biltine,14.5333,20.9167,77.56,10,100,8.55,TD,1678651814
561,campbell river,50.0163,-125.2446,48.6,73,100,11.03,CA,1678651731
562,sechura,-5.5569,-80.8222,82.92,70,98,12.55,PE,1678651815
563,guarapari,-20.6667,-40.4975,80.89,81,100,6.31,BR,1678651815
564,soc trang,9.6033,105.98,74.55,81,5,11.74,VN,1678651816
565,youghal,51.95,-7.8506,52.81,100,100,23.71,IE,1678651817
566,gat,31.61,34.7642,68.4,26,100,9.04,IL,1678651817
567,pimentel,-6.8367,-79.9342,86.29,62,40,8.05,PE,1678651817
568,hovd,48.0056,91.6419,37.08,60,100,5.32,MN,1678651817
569,mogadishu,2.0371,45.3438,80.35,87,87,17.11,SO,1678651818
